2022-08-11 18:23:23.422449;-21.0;-21.0
2022-08-11 18:23:25.082966;-20.0;-20.99
2022-08-11 18:23:26.399255;-21.0;-20.990099999999998
2022-08-11 18:23:27.846111;-21.0;-20.990199
2022-08-11 18:23:29.451830;-20.0;-20.98029701
2022-08-11 18:23:30.846355;-21.0;-20.9804940399
2022-08-11 18:23:32.342811;-20.0;-20.970689099501
2022-08-11 18:23:33.932635;-21.0;-20.97098220850599
2022-08-11 18:23:35.093507;-21.0;-20.97127238642093
2022-08-11 18:23:36.219639;-21.0;-20.97155966255672
2022-08-11 18:23:37.801123;-21.0;-20.971844065931155
2022-08-11 18:23:40.031146;-20.0;-20.96212562527184
2022-08-11 18:23:41.752553;-19.0;-20.942504369019126
2022-08-11 18:23:43.372792;-21.0;-20.943079325328934
2022-08-11 18:23:45.690190;-21.0;-20.943648532075645
2022-08-11 18:23:47.539198;-21.0;-20.94421204675489
2022-08-11 18:23:49.891688;-18.0;-20.914769926287338
2022-08-11 18:23:52.048345;-19.0;-20.895622227024464
2022-08-11 18:23:53.729264;-21.0;-20.89666600475422
2022-08-11 18:23:55.840159;-21.0;-20.897699344706677
2022-08-11 18:23:58.216766;-18.0;-20.86872235125961
2022-08-11 18:24:00.397964;-20.0;-20.86003512774701
2022-08-11 18:24:03.267382;-19.0;-20.84143477646954
2022-08-11 18:24:05.223723;-21.0;-20.843020428704847
2022-08-11 18:24:07.164293;-20.0;-20.8345902244178
2022-08-11 18:24:09.086506;-21.0;-20.83624432217362
2022-08-11 18:24:11.435291;-21.0;-20.837881878951883
2022-08-11 18:24:13.670702;-20.0;-20.829503060162363
2022-08-11 18:24:15.290743;-21.0;-20.83120802956074
2022-08-11 18:24:17.745450;-19.0;-20.812895949265137
2022-08-11 18:24:19.399899;-21.0;-20.814766989772487
2022-08-11 18:24:21.690429;-20.0;-20.806619319874763
2022-08-11 18:24:23.434404;-21.0;-20.808553126676017
2022-08-11 18:24:25.713673;-21.0;-20.810467595409257
2022-08-11 18:24:27.943809;-20.0;-20.802362919455163
2022-08-11 18:24:30.263920;-20.0;-20.79433929026061
2022-08-11 18:24:32.860293;-20.0;-20.786395897358002
2022-08-11 18:24:34.676784;-21.0;-20.788531938384423
2022-08-11 18:24:36.851282;-20.0;-20.780646619000578
2022-08-11 18:24:38.800064;-20.0;-20.77284015281057
2022-08-11 18:24:40.990584;-20.0;-20.765111751282465
2022-08-11 18:24:43.233029;-20.0;-20.75746063376964
2022-08-11 18:24:45.506868;-20.0;-20.74988602743194
2022-08-11 18:24:47.296422;-21.0;-20.75238716715762
2022-08-11 18:24:49.135077;-20.0;-20.744863295486045
2022-08-11 18:24:52.542662;-18.0;-20.717414662531183
2022-08-11 18:24:54.980923;-20.0;-20.71024051590587
2022-08-11 18:24:56.659534;-21.0;-20.71313811074681
2022-08-11 18:24:59.200410;-19.0;-20.696006729639343
2022-08-11 18:25:00.996895;-21.0;-20.69904666234295
2022-08-11 18:25:03.748567;-19.0;-20.68205619571952
2022-08-11 18:25:05.652570;-21.0;-20.68523563376233
2022-08-11 18:25:07.674185;-21.0;-20.688383277424705
2022-08-11 18:25:09.774841;-21.0;-20.69149944465046
2022-08-11 18:25:11.406863;-21.0;-20.69458445020396
2022-08-11 18:25:13.258445;-21.0;-20.69763860570192
2022-08-11 18:25:15.096042;-21.0;-20.7006622196449
2022-08-11 18:25:16.728995;-21.0;-20.703655597448453
2022-08-11 18:25:18.569625;-21.0;-20.706619041473967
2022-08-11 18:25:20.514210;-21.0;-20.70955285105923
2022-08-11 18:25:22.940586;-20.0;-20.702457322548636
2022-08-11 18:25:25.358483;-17.0;-20.665432749323152
2022-08-11 18:25:27.031866;-21.0;-20.66877842182992
2022-08-11 18:25:29.680268;-19.0;-20.65209063761162
2022-08-11 18:25:31.573427;-20.0;-20.645569731235504
2022-08-11 18:25:33.785231;-19.0;-20.629114033923152
2022-08-11 18:25:35.922686;-21.0;-20.63282289358392
2022-08-11 18:25:37.943797;-21.0;-20.636494664648083
2022-08-11 18:25:39.925020;-21.0;-20.640129718001603
2022-08-11 18:25:41.603974;-21.0;-20.64372842082159
2022-08-11 18:25:43.857239;-20.0;-20.63729113661337
2022-08-11 18:25:45.519873;-18.0;-20.610918225247236
2022-08-11 18:25:46.655274;-20.0;-20.604809042994763
2022-08-11 18:25:48.125871;-20.0;-20.598760952564813
2022-08-11 18:25:49.370377;-20.0;-20.592773343039163
