2022-08-18 23:38:08.783155;-21.0
2022-08-18 23:38:10.078353;-20.0
2022-08-18 23:38:11.134782;-20.0
2022-08-18 23:38:12.254621;-20.0
2022-08-18 23:38:13.543302;-21.0
2022-08-18 23:38:14.785195;-21.0
2022-08-18 23:38:15.731587;-21.0
2022-08-18 23:38:16.798297;-21.0
2022-08-18 23:38:17.986725;-19.0
2022-08-18 23:38:19.435382;-19.0
2022-08-18 23:38:20.459074;-21.0
2022-08-18 23:38:22.219246;-19.0
2022-08-18 23:38:23.349452;-21.0
2022-08-18 23:38:24.723087;-20.0
2022-08-18 23:38:26.091307;-19.0
2022-08-18 23:38:27.320933;-21.0
2022-08-18 23:38:28.501249;-21.0
2022-08-18 23:38:29.746256;-21.0
2022-08-18 23:38:30.796896;-21.0
2022-08-18 23:38:31.683795;-21.0
2022-08-18 23:38:32.752533;-21.0
2022-08-18 23:38:33.482978;-21.0
2022-08-18 23:38:34.944455;-19.0
2022-08-18 23:38:35.678962;-21.0
2022-08-18 23:38:36.562995;-21.0
2022-08-18 23:38:37.392649;-21.0
2022-08-18 23:38:38.281211;-20.0
2022-08-18 23:38:39.290423;-20.0
2022-08-18 23:38:40.209253;-19.0
2022-08-18 23:38:41.127135;-20.0
2022-08-18 23:38:42.119786;-20.0
2022-08-18 23:38:43.016901;-21.0
2022-08-18 23:38:44.094076;-20.0
2022-08-18 23:38:44.912919;-20.0
2022-08-18 23:38:46.129508;-20.0
2022-08-18 23:38:47.228459;-21.0
2022-08-18 23:38:48.098697;-21.0
2022-08-18 23:38:49.161802;-21.0
2022-08-18 23:38:50.417431;-19.0
2022-08-18 23:38:51.440134;-21.0
2022-08-18 23:38:52.541763;-20.0
2022-08-18 23:38:53.859185;-19.0
2022-08-18 23:38:54.625403;-20.0
2022-08-18 23:38:55.438887;-21.0
2022-08-18 23:38:56.588515;-20.0
2022-08-18 23:38:57.610736;-21.0
2022-08-18 23:38:58.815880;-21.0
2022-08-18 23:39:00.828910;-21.0
2022-08-18 23:39:01.943167;-21.0
2022-08-18 23:39:02.868701;-21.0
2022-08-18 23:39:03.814015;-21.0
2022-08-18 23:39:04.773419;-21.0
2022-08-18 23:39:06.116197;-21.0
2022-08-18 23:39:07.480718;-19.0
2022-08-18 23:39:08.875425;-21.0
2022-08-18 23:39:10.096082;-20.0
2022-08-18 23:39:11.517672;-20.0
2022-08-18 23:39:12.382600;-21.0
2022-08-18 23:39:13.801071;-21.0
2022-08-18 23:39:15.480465;-20.0
2022-08-18 23:39:16.650866;-19.0
2022-08-18 23:39:17.606539;-21.0
2022-08-18 23:39:18.579942;-21.0
2022-08-18 23:39:19.565572;-20.0
2022-08-18 23:39:20.864064;-21.0
2022-08-18 23:39:22.280391;-21.0
2022-08-18 23:39:23.188047;-21.0
2022-08-18 23:39:24.285254;-21.0
2022-08-18 23:39:25.496374;-20.0
2022-08-18 23:39:26.687269;-20.0
2022-08-18 23:39:27.944479;-20.0
2022-08-18 23:39:28.835376;-21.0
2022-08-18 23:39:29.962636;-20.0
2022-08-18 23:39:30.817227;-21.0
2022-08-18 23:39:31.927703;-20.0
2022-08-18 23:39:32.901907;-21.0
2022-08-18 23:39:34.030754;-20.0
2022-08-18 23:39:35.108886;-21.0
2022-08-18 23:39:36.066883;-21.0
2022-08-18 23:39:37.408984;-21.0
2022-08-18 23:39:38.500247;-21.0
2022-08-18 23:39:39.822223;-20.0
2022-08-18 23:39:41.561468;-21.0
2022-08-18 23:39:43.216369;-20.0
2022-08-18 23:39:44.774847;-21.0
2022-08-18 23:39:46.191896;-21.0
2022-08-18 23:39:47.217113;-20.0
2022-08-18 23:39:48.384060;-21.0
2022-08-18 23:39:49.285471;-21.0
2022-08-18 23:39:50.562890;-20.0
2022-08-18 23:39:51.602433;-20.0
2022-08-18 23:39:53.265983;-20.0
2022-08-18 23:39:54.443557;-21.0
2022-08-18 23:39:56.126627;-20.0
2022-08-18 23:39:57.398368;-20.0
2022-08-18 23:39:58.544224;-20.0
2022-08-18 23:39:59.750910;-20.0
2022-08-18 23:40:01.014153;-19.0
2022-08-18 23:40:02.035340;-20.0
2022-08-18 23:40:03.237939;-20.0
2022-08-18 23:40:04.435868;-21.0
2022-08-18 23:40:05.338021;-21.0
2022-08-18 23:40:06.363966;-20.0
2022-08-18 23:40:07.786803;-20.0
2022-08-18 23:40:09.346615;-19.0
2022-08-18 23:40:11.259208;-20.0
2022-08-18 23:40:13.160548;-21.0
2022-08-18 23:40:15.508320;-21.0
2022-08-18 23:40:17.321658;-21.0
2022-08-18 23:40:19.633026;-21.0
2022-08-18 23:40:22.122847;-20.0
2022-08-18 23:40:24.636643;-19.0
2022-08-18 23:40:26.320847;-21.0
2022-08-18 23:40:28.890455;-18.0
2022-08-18 23:40:31.154284;-21.0
2022-08-18 23:40:33.509696;-19.0
2022-08-18 23:40:35.538380;-20.0
2022-08-18 23:40:37.902337;-19.0
2022-08-18 23:40:41.039959;-19.0
2022-08-18 23:40:43.341830;-20.0
2022-08-18 23:40:45.292695;-21.0
2022-08-18 23:40:47.077921;-21.0
2022-08-18 23:40:49.449817;-20.0
2022-08-18 23:40:52.288874;-21.0
2022-08-18 23:40:54.720201;-21.0
2022-08-18 23:40:57.263228;-18.0
2022-08-18 23:40:59.706188;-19.0
2022-08-18 23:41:04.651207;-20.0
2022-08-18 23:41:08.161240;-20.0
2022-08-18 23:41:15.415214;-19.0
2022-08-18 23:41:18.132784;-20.0
2022-08-18 23:41:21.881822;-19.0
